idBoleto;idEmpresa;dataVecto;valorParc;total;origem;motivoDescarteApp
7449948;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449949;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449950;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449951;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449952;75;2026-09-10;373,24;373,24;0;Lido pelo App
7449953;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449954;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449955;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449957;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449958;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449959;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449960;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449961;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449962;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449963;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449964;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449965;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449966;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449967;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449968;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449969;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449970;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449971;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449972;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449973;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449974;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449975;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449976;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449977;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449978;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449979;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449980;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449981;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449982;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449983;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449984;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449985;75;2026-09-10;343,24;343,24;0;Lido pelo App
